label,sms,char_count,word_count,has_number,has_currency,exclamation_count,processed_sms,label_num
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,29,0,0,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,0
ham,"Hi this is yijue, can i meet u at 11 tmr?",41,11,1,0,0,hi yiju meet u tmr,0
ham,So wat's da decision?,21,4,0,0,0,wat da decis,0
ham,Lol. Well quality aint bad at all so i aint complaining,55,11,0,0,0,lol well qualiti aint bad aint complain,0
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,68,12,0,0,0,test earlier appreci call tomorrow,0
ham,Can you do a mag meeting this avo at some point?,48,11,0,0,0,mag meet avo point,0
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,62,16,1,0,0,ask dad pick lar wan stay meh,0
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,115,22,1,1,0,oz guy kinda flaki one friend interest pick ltgt worth tonight possibl,0
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",160,27,1,1,0,orang custom may claim free camera phone upgrad loyalti call offer end thmarch tc appli optout availa,1
ham,R u saying i should re order the slippers cos i had to pay for returning it.,76,17,0,0,0,r u say order slipper co pay return,0
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",152,28,1,1,0,valu custom pleas advis follow recent review mob award bonu prize call,1
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,73,16,0,0,0,purchas stuff today mail po box number,0
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,58,10,0,0,2,yeah dont stand close tho youll catch someth,0
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,85,19,0,0,0,omg one thing anoth cat worm bad day end,0
ham,He needs to stop going to bed and make with the fucking dealing,63,13,0,0,0,need stop go bed make fuck deal,0
ham,Oh god. I'm gonna Google nearby cliffs now.,43,8,0,0,0,oh god im gonna googl nearbi cliff,0
ham,Lol or I could just starve and lose a pound by the end of the day.,66,16,0,0,0,lol could starv lose pound end day,0
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,20,1,0,0,glad went well come well plenti time clair goe work,0
ham,thanks for the temales it was wonderful. Thank. Have a great week.,66,12,0,0,0,thank temal wonder thank great week,0
ham,Great. Have a safe trip. Dont panic surrender all.,50,9,0,0,0,great safe trip dont panic surrend,0
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,108,22,0,0,0,becoz ltgt jan whn al post ofic holiday cn go fr post oficegot duffer,0
ham,Thanks for this hope you had a good day today,45,10,0,0,0,thank hope good day today,0
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,153,24,1,0,0,dear voucher holder next meal us use follow link pc enjoy dine experiencehttpwwwvouchmecometlpdiningasp,1
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",85,20,0,0,1,found diff farm shop buy chees way back call,0
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,18,0,0,0,dont cancer mom make big deal regular checkup aka pap smear,0
ham,Nice.nice.how is it working?,28,4,0,0,0,nicenicehow work,0
ham,No problem. We will be spending a lot of quality time together...,65,12,0,0,0,problem spend lot qualiti time togeth,0
ham,K:)i will give my kvb acc details:),35,7,0,0,0,ki give kvb acc detail,0
ham,I borrow ur bag ok.,19,5,0,0,0,borrow ur bag ok,0
ham,I'm done...,11,2,0,0,0,im done,0
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,13,0,0,0,tell friend plan valentin day lturlgt,0
ham,Yes its possible but dint try. Pls dont tell to any one k,57,13,0,0,0,ye possibl dint tri pl dont tell one k,0
ham,Detroit. The home of snow. Enjoy it.,36,7,0,0,0,detroit home snow enjoy,0
ham,Noice. Text me when you're here,31,6,0,0,0,noic text your,0
ham,"Just wondering, the others just took off",40,7,0,0,0,wonder other took,0
ham,How much she payed. Suganya.,28,5,0,0,0,much pay suganya,0
ham,If I was I wasn't paying attention,34,7,0,0,0,wasnt pay attent,0
ham,If he started searching he will get job in few days.he have great potential and talent.,87,16,0,0,0,start search get job daysh great potenti talent,0
ham,Am i that much dirty fellow?,28,6,0,0,0,much dirti fellow,0
ham,Ok. Me watching tv too.,23,5,0,0,0,ok watch tv,0
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,139,26,0,0,0,datingi two start sent text talk sport radio last week connect think coincid,1
ham,What is this 'hex' place you talk of? Explain!,46,9,0,0,1,hex place talk explain,0
ham,My uncles in Atlanta. Wish you guys a great semester.,53,10,0,0,0,uncl atlanta wish guy great semest,0
ham,K k pa Had your lunch aha.,26,7,0,0,0,k k pa lunch aha,0
ham,Happy birthday... May all ur dreams come true...,48,8,0,0,0,happi birthday may ur dream come true,0
ham,It took Mr owl 3 licks,22,6,1,0,0,took mr owl lick,0
ham,S:)8 min to go for lunch:),26,6,1,0,0,min go lunch,0
ham,I.ll hand her my phone to chat wit u,36,9,0,0,0,ill hand phone chat wit u,0
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195,40,0,0,0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,0
ham,Thanks for looking out for me. I really appreciate.,51,9,0,0,0,thank look realli appreci,0
ham,R we still meeting 4 dinner tonight?,36,7,1,0,0,r still meet dinner tonight,0
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,137,26,0,0,0,even u dont get troubl convincingjust tel twice tel neglect msg dont c read itjust dont repli,0
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,92,17,1,0,0,lol grr mom take forev prescript pharmaci like minut away ugh,0
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,183,28,1,0,0,student solv cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr,0
ham,Well that must be a pain to catch,33,8,0,0,0,well must pain catch,0
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,123,25,0,0,1,allo brave buse taken train triumph mean bham jolli good rest week,0
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",154,37,0,0,1,babe goe day sip cappuccino think love send kiss across sea,0
ham,I'm freezing and craving ice. Fml,33,6,0,0,0,im freez crave ice fml,0
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",83,18,0,0,0,hey babe how go ever figur go new year,0
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,155,29,0,0,1,hiya last night ive naughti bought cloth littl readi shop tho kind time wanna meet,0
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",156,26,1,1,0,hello orang month free access game news sport plu free text photo messag repli ye term appli wwworangecoukow,1
ham,Now got tv 2 watch meh? U no work today?,40,10,1,0,0,got tv watch meh u work today,0
ham,How much is blackberry bold2 in nigeria.,40,7,1,0,0,much blackberri bold nigeria,0
ham,Already one guy loving you:-.,29,5,0,0,0,alreadi one guy love,0
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,21,0,0,0,know im lack particular dramastorm detail part im worri,0
ham,That's y we haf to combine n c how lor...,41,10,0,0,0,that haf combin n c lor,0
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",104,20,0,0,1,done hand dont know mega shop asda count celebr that im,0
spam,Adult 18 Content Your video will be with you shortly,52,10,1,0,0,adult content video shortli,1
ham,I got your back! Do you have any dislikes in bed?,49,11,0,0,1,got back dislik bed,0
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,136,22,1,0,0,natalja f invit friend repli ye see wwwsmsacunat stop send stop frnd,1
ham,There's no point hangin on to mr not right if he's not makin u happy,68,15,0,0,0,there point hangin mr right he makin u happi,0
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",147,30,1,1,1,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost cancel send stop,1
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,142,22,0,0,0,go thru differ feelingwav decis cope individualtim heal everyth believ,0
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,17,0,0,0,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz,0
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",157,22,1,1,0,u win music gift voucher everi week start txt word draw tsc wwwldewcom skillgamewinaweek ageppermesssubscript,1
ham,No de.am seeing in online shop so that i asked.,47,10,0,0,0,deam see onlin shop ask,0
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,12,0,0,0,buy pizza meat lover suprem u get pick,0
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,152,22,1,0,0,sm servic inclus text credit pl gotto wwwcomuknet login qxj unsubscrib stop extra charg help comukcm ae,1
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",88,20,1,0,0,yar lor wan go c hors race today mah eat earlier lor ate chicken rice u,0
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",142,29,0,0,0,mum ive sent mani mani messag sinc got want know actual get enjoy rest day,0
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,118,26,1,0,0,actual sleep still might u call back text gr rock si send u text wen wake,0
ham,Really dun bluff me leh... U sleep early too. Nite...,53,10,0,0,0,realli dun bluff leh u sleep earli nite,0
ham,We're on the opposite side from where we dropped you off,56,11,0,0,0,opposit side drop,0
ham,R u over scratching it?,23,5,0,0,0,r u scratch,0
ham,I'm not. She lip synced with shangela.,38,7,0,0,0,im lip sync shangela,0
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,31,0,0,0,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,0
ham,Ugh my leg hurts. Musta overdid it on mon.,42,9,0,0,0,ugh leg hurt musta overdid mon,0
ham,So ü'll be submitting da project tmr rite?,42,8,0,0,0,submit da project tmr rite,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,11,1,1,3,hey pple nightsexcel locat wif breakfast hamper,0
ham,Gettin rdy to ship comp,23,5,0,0,0,gettin rdi ship comp,0
ham,"I'll get there at 3, unless you guys want me to come some time sooner",69,15,1,0,0,ill get unless guy want come time sooner,0
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101,23,0,0,0,two letter copi co one messag speak soon,0
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,143,28,0,1,1,themobyo yo yoher come new select hot download member get free click open next link sent ur fone,1
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,136,23,1,0,2,cheer u tex mecaus u werebor yeah okden hunni r uin wk satsound likeyour havin grfun j keep updat countinlot lovem xxxxx,0
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",157,29,1,0,0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,0
ham,Today am going to college so am not able to atten the class.,60,13,0,0,0,today go colleg abl atten class,0
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,140,26,1,1,0,free st week entri textpod chanc win gb ipod cash everi wk txt pod tsc wwwtextpodnet custcar,1
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",163,27,1,0,2,urgent import inform user today lucki day find log onto httpwwwurawinnercom fantast surpris await,1
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,141,33,1,0,0,know old dom told yesterday name roger got touch last night want meet today pm,0
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,32,0,0,1,hello handsom find job lazi work toward get back net mummi where boytoy miss,0
ham,Oh ok..,7,2,0,0,0,oh ok,0
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,50,12,1,0,2,hey congrat u id luv ive go home,0
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,63,14,0,0,1,ha ha pop loo hello hello,0
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58,14,1,0,0,hey babe u doin wot u nite love anni x,0
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,70,14,0,0,1,hi princess thank pic pretti,0
ham,Where @,7,2,0,0,0,,0
ham,Tiwary to rcb.battle between bang and kochi.,44,7,0,0,0,tiwari rcbbattl bang kochi,0
ham,"G says you never answer your texts, confirm/deny",48,8,0,0,0,g say never answer text confirmdeni,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,16,0,0,0,know girl alway safe selfish know got pa thank good night,0
ham,"K, if u bored up just come to my home..",39,10,0,0,0,k u bore come home,0
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,11,1,0,0,know ltgt ill around,0
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,94,14,0,0,0,yet hadya sapna aunti maneg yday hogidhechinnu full weak swalpa black agidhan,0
ham,"Sorry da thangam, very very sorry i am held up with prasad.",59,12,0,0,0,sorri da thangam sorri held prasad,0
ham,Or ü go buy wif him then i meet ü later can?,44,12,0,0,0,go buy wif meet later,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,28,1,0,1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year,1
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,107,25,1,0,0,thanx today cer nice catch ave find time often oh well take care c u soonc,0
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,64,15,1,0,0,u come back dinner rite dad ask confirm wif u,0
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,27,1,0,0,today voda number end select receiv award hava match pleas call quot claim code standard rate app,1
ham,But i dint slept in afternoon.,30,6,0,0,0,dint slept afternoon,0
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,133,30,1,0,0,ur face test ltgt select number tell ur face astrolog wait quick repli,0
ham,Yes when is the appt again?,27,6,0,0,0,ye appt,0
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,99,19,0,0,0,ride equal unev mani peski cyclist around time night,0
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,163,32,1,0,1,thank honey still havent heard anyth leav bit longer crowd tri later great advic thank hope cardiff still,0
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,235,46,1,0,0,uncl boy need movi oh guid plu know torrent particularli legal system slow gr day plu start co dont meet onlin honey moon,0
ham,S:)but he had some luck.2 catches put down:),44,8,1,0,0,sbut luck catch put,0
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,13,0,0,0,know mallika sherawat yesterday find lturlgt,0
ham,Do ü noe if ben is going?,25,7,0,0,0,noe ben go,0
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,16,0,0,0,dont know ask brother noth problem thing told,0
ham,Do u noe wat time e place dat sells 4d closes?,46,11,1,0,0,u noe wat time e place dat sell close,0
ham,I donno if they are scorable,28,6,0,0,0,donno scorabl,0
ham,Jokin only lar... :-) depends on which phone my father can get lor...,69,13,0,0,0,jokin lar depend phone father get lor,0
ham,You know what hook up means right?,34,7,0,0,0,know hook mean right,0
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,132,25,1,0,0,one regist subscrib u enter draw gb gift voucher repli enter unsubscrib text stop,1
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,14,0,0,0,pl send comprehens mail im pay much,0
ham,Dear i have reache room,23,5,0,0,0,dear reach room,0
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",125,22,0,0,2,two fundament cool life walk like king walk like dont carewhoev king gud nyt,0
ham,Will do. Have a good day,24,6,0,0,0,good day,0
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,95,16,1,0,0,gonna let know co come bak holiday day come dontgettext number,0
ham,If i said anything wrong sorry de:-),36,7,0,0,0,said anyth wrong sorri de,0
ham,Change windows logoff sound..,29,4,0,0,0,chang window logoff sound,0
ham,They just talking thats it de. They wont any other.,51,10,0,0,0,talk that de wont,0
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,81,13,1,0,0,pleas call immedi urgent messag wait,1
ham,We got a divorce. Lol. She.s here,33,7,0,0,0,got divorc lol she,0
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,34,1,0,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife,0
ham,So i'm doing a list of buyers.,30,7,0,0,0,im list buyer,0
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,69,16,0,0,0,dont make ne plan nxt wknd coz want us come ok,0
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,144,24,1,1,2,custom loyalti offerth new nokia mobil txtauction txt word start get tctxt tc pmtmsg,1
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",143,24,0,0,0,wa ur openin sentenc formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happen,0
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,127,26,1,0,3,alrit hunnywot u nite didnt end goin town ju da pub instead ju chillin da mo bedroomlov jen xxx,0
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,133,26,0,0,0,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,0
ham,No message..no responce..what happend?,38,4,0,0,0,messageno responcewhat happend,0
ham,I didnt get anything da,23,5,0,0,0,didnt get anyth da,0
ham,Yeah imma come over cause jay wants to do some drugs,52,11,0,0,0,yeah imma come caus jay want drug,0
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,96,25,1,0,0,aiyo co sm neva repli wait repli lar tot havent finish ur lab wat,0
ham,You've always been the brainy one.,34,6,0,0,0,youv alway braini one,0
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",149,28,1,1,0,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop,1
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,64,12,0,0,1,ahhh work vagu rememb feel like lol,0
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",85,15,0,0,1,nice waitshould text right im gonna pay ticket ya know,0
ham,I like dis sweater fr mango but no more my size already so irritating.,70,14,0,0,0,like di sweater fr mango size alreadi irrit,0
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,202,39,0,0,0,thank messag realli appreci sacrific im sure process direct pay find way back test tomorrow im class wonder day,0
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",234,43,0,0,0,idk keep say your sinc move keep but head freedom vs respons im tire much shit deal im bare keep togeth get ad,0
ham,What about this one then.,25,5,0,0,0,one,0
spam,You have 1 new voicemail. Please call 08719181513.,50,8,1,0,0,new voicemail pleas call,1
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,75,16,0,0,2,ye one woman man pleas tell like dislik bed,0
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,159,39,0,0,0,hi juan im come home fri hey cours expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x,0
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,25,1,0,0,gr poli tone mob direct u rpli poli titl eg poli breath titl crazyin sleepingwith finest ymca getzedcouk poboxowwq p,1
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",160,26,1,0,0,yun ahth ubi one say wan call tomorrowcal look ireneer got bu ubi cresubi tech parkph st wkg daysn,0
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,121,26,0,0,0,okay lor still let us go ah coz know later drop card box right,0
ham,I am going to sleep. I am tired of travel.,42,10,0,0,0,go sleep tire travel,0
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101,23,0,0,0,hi hope u r ok said would text hasnt u seen let gentli pleas,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,157,28,1,1,1,urgent tri contact u today draw show prize guarante call land line claim valid hr,1
ham,Why i come in between you people,32,7,0,0,0,come peopl,0
ham,I'm fine. Hope you are good. Do take care.,42,9,0,0,0,im fine hope good take care,0
ham,Tired. I haven't slept well the past few nights.,48,9,0,0,0,tire havent slept well past night,0
ham,This is my number by vivek..,28,6,0,0,0,number vivek,0
ham,Haiyoh... Maybe your hamster was jealous of million,51,8,0,0,0,haiyoh mayb hamster jealou million,0
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,135,27,0,0,0,hate turn fun shop trip annoy day everyth would look hous,0
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,29,1,0,0,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel,1
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,28,1,1,4,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x,1
ham,Tell rob to mack his gf in the theater,38,9,0,0,0,tell rob mack gf theater,0
ham,Every monday..nxt week vl be completing..,41,6,0,0,0,everi mondaynxt week vl complet,0
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,23,0,0,0,live simpl love also simpl laugh simpl win tooo simpl simpl difficult,0
ham,"K I'm leaving soon, be there a little after 9",45,10,1,0,0,k im leav soon littl,0
ham,You still around? I could use a half-8th,40,8,1,0,0,still around could use halfth,0
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,75,15,0,0,2,hope your much fun without see u tomorrow love jess x,0
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",126,20,0,0,0,multipli number independ count decim point divis push decim place like show,0
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,276,60,0,0,1,pass di ur contact n see wat u get redim luv wid u blueu put smile face purpleu r reali hot pinku r swt orangei thnk lyk u greeni reali wana go wid u yelowi wnt u bck blackim jealou u browni miss nw plz giv one color,0
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,145,27,1,0,0,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st,0
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",121,24,0,0,0,money issu weigh thank breath easier ill make sure dont regret thank,0
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",144,24,0,0,0,pain word thought happi toughest thing earth toughest act happi unspoken pain insid,0
ham,"Its ok., i just askd did u knw tht no?",38,10,0,0,0,ok askd u knw tht,0
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,212,39,0,0,0,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream,0
ham,But pls dont play in others life.,33,7,0,0,0,pl dont play other life,0
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,18,0,0,0,anyway im go shop co si done yet dun disturb u liao,0
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",117,22,0,0,3,night sweet sleep well ive see exorc emili rose may never sleep hug snog,0
ham,Ok I'm gonna head up to usf in like fifteen minutes,51,11,0,0,0,ok im gonna head usf like fifteen minut,0
ham,Thats cool. i liked your photos. You are very sexy!,51,10,0,0,1,that cool like photo sexi,0
ham,"No my blankets are sufficient, thx",34,6,0,0,0,blanket suffici thx,0
ham,I could ask carlos if we could get more if anybody else can chip in,67,15,0,0,0,could ask carlo could get anybodi els chip,0
